timestamp,target,segment
2015-01-05,435,Norway_KaggleMart_Kaggle Mug
2015-01-05,671,Norway_KaggleMart_Kaggle Hat
2015-01-05,184,Norway_KaggleMart_Kaggle Sticker
2015-01-05,739,Norway_KaggleRama_Kaggle Mug
2015-01-05,1126,Norway_KaggleRama_Kaggle Hat
2015-01-05,310,Norway_KaggleRama_Kaggle Sticker
2015-01-05,298,Sweden_KaggleMart_Kaggle Mug
2015-01-05,442,Sweden_KaggleMart_Kaggle Hat
2015-01-05,127,Sweden_KaggleMart_Kaggle Sticker
2015-01-05,512,Sweden_KaggleRama_Kaggle Mug
2015-01-05,796,Sweden_KaggleRama_Kaggle Hat
2015-01-05,227,Sweden_KaggleRama_Kaggle Sticker
2015-01-06,223,Finland_KaggleMart_Kaggle Mug
2015-01-06,389,Finland_KaggleMart_Kaggle Hat
2015-01-06,99,Finland_KaggleMart_Kaggle Sticker
2015-01-06,407,Finland_KaggleRama_Kaggle Mug
2015-01-06,636,Finland_KaggleRama_Kaggle Hat
2015-01-06,168,Finland_KaggleRama_Kaggle Sticker
2015-01-06,402,Norway_KaggleMart_Kaggle Mug
2015-01-06,683,Norway_KaggleMart_Kaggle Hat
2015-01-06,181,Norway_KaggleMart_Kaggle Sticker
2015-01-06,681,Norway_KaggleRama_Kaggle Mug
2015-01-06,1131,Norway_KaggleRama_Kaggle Hat
2015-01-06,306,Norway_KaggleRama_Kaggle Sticker
2015-01-06,256,Sweden_KaggleMart_Kaggle Mug
2015-01-06,411,Sweden_KaggleMart_Kaggle Hat
2015-01-06,111,Sweden_KaggleMart_Kaggle Sticker
2015-01-06,471,Sweden_KaggleRama_Kaggle Mug
2015-01-06,853,Sweden_KaggleRama_Kaggle Hat
2015-01-06,206,Sweden_KaggleRama_Kaggle Sticker
2015-01-07,229,Finland_KaggleMart_Kaggle Mug
2015-01-07,342,Finland_KaggleMart_Kaggle Hat
2015-01-07,91,Finland_KaggleMart_Kaggle Sticker
2015-01-07,356,Finland_KaggleRama_Kaggle Mug
2015-01-07,576,Finland_KaggleRama_Kaggle Hat
2015-01-07,173,Finland_KaggleRama_Kaggle Sticker
2015-01-07,371,Norway_KaggleMart_Kaggle Mug
2015-01-07,504,Norway_KaggleMart_Kaggle Hat
2015-01-07,149,Norway_KaggleMart_Kaggle Sticker
2015-01-07,653,Norway_KaggleRama_Kaggle Mug
2015-01-07,958,Norway_KaggleRama_Kaggle Hat
2015-01-07,262,Norway_KaggleRama_Kaggle Sticker
2015-01-07,256,Sweden_KaggleMart_Kaggle Mug
2015-01-07,415,Sweden_KaggleMart_Kaggle Hat
2015-01-07,119,Sweden_KaggleMart_Kaggle Sticker
2015-01-07,442,Sweden_KaggleRama_Kaggle Mug
2015-01-07,689,Sweden_KaggleRama_Kaggle Hat
2015-01-07,208,Sweden_KaggleRama_Kaggle Sticker
2015-01-08,205,Finland_KaggleMart_Kaggle Mug
2015-01-08,355,Finland_KaggleMart_Kaggle Hat
2015-01-08,93,Finland_KaggleMart_Kaggle Sticker
2015-01-08,353,Finland_KaggleRama_Kaggle Mug
2015-01-08,581,Finland_KaggleRama_Kaggle Hat
2015-01-08,163,Finland_KaggleRama_Kaggle Sticker
2015-01-08,361,Norway_KaggleMart_Kaggle Mug
2015-01-08,574,Norway_KaggleMart_Kaggle Hat
2015-01-08,163,Norway_KaggleMart_Kaggle Sticker
2015-01-08,538,Norway_KaggleRama_Kaggle Mug
2015-01-08,1004,Norway_KaggleRama_Kaggle Hat
2015-01-08,263,Norway_KaggleRama_Kaggle Sticker
2015-01-08,259,Sweden_KaggleMart_Kaggle Mug
2015-01-08,402,Sweden_KaggleMart_Kaggle Hat
2015-01-08,121,Sweden_KaggleMart_Kaggle Sticker
2015-01-08,493,Sweden_KaggleRama_Kaggle Mug
2015-01-08,723,Sweden_KaggleRama_Kaggle Hat
2015-01-08,202,Sweden_KaggleRama_Kaggle Sticker
2015-01-09,223,Finland_KaggleMart_Kaggle Mug
2015-01-09,344,Finland_KaggleMart_Kaggle Hat
2015-01-09,101,Finland_KaggleMart_Kaggle Sticker
2015-01-09,386,Finland_KaggleRama_Kaggle Mug
2015-01-09,634,Finland_KaggleRama_Kaggle Hat
2015-01-09,165,Finland_KaggleRama_Kaggle Sticker
2015-01-09,338,Norway_KaggleMart_Kaggle Mug
2015-01-09,566,Norway_KaggleMart_Kaggle Hat
2015-01-09,153,Norway_KaggleMart_Kaggle Sticker
2015-01-09,605,Norway_KaggleRama_Kaggle Mug
2015-01-09,1053,Norway_KaggleRama_Kaggle Hat
2015-01-09,258,Norway_KaggleRama_Kaggle Sticker
2015-01-09,268,Sweden_KaggleMart_Kaggle Mug
2015-01-09,422,Sweden_KaggleMart_Kaggle Hat
2015-01-09,121,Sweden_KaggleMart_Kaggle Sticker
2015-01-09,479,Sweden_KaggleRama_Kaggle Mug
2015-01-09,731,Sweden_KaggleRama_Kaggle Hat
2015-01-09,194,Sweden_KaggleRama_Kaggle Sticker
2015-01-10,280,Finland_KaggleMart_Kaggle Mug
2015-01-10,456,Finland_KaggleMart_Kaggle Hat
2015-01-10,126,Finland_KaggleMart_Kaggle Sticker
2015-01-10,469,Finland_KaggleRama_Kaggle Mug
2015-01-10,703,Finland_KaggleRama_Kaggle Hat
2015-01-10,198,Finland_KaggleRama_Kaggle Sticker
2015-01-10,433,Norway_KaggleMart_Kaggle Mug
2015-01-10,512,Norway_KaggleMart_Kaggle Hat
2015-01-10,172,Norway_KaggleMart_Kaggle Sticker
2015-01-10,602,Norway_KaggleRama_Kaggle Mug
2015-01-10,1122,Norway_KaggleRama_Kaggle Hat
2015-01-10,326,Norway_KaggleRama_Kaggle Sticker
2015-01-10,332,Sweden_KaggleMart_Kaggle Mug
2015-01-10,547,Sweden_KaggleMart_Kaggle Hat
2015-01-10,137,Sweden_KaggleMart_Kaggle Sticker
2015-01-10,536,Sweden_KaggleRama_Kaggle Mug
2015-01-10,955,Sweden_KaggleRama_Kaggle Hat
2015-01-10,254,Sweden_KaggleRama_Kaggle Sticker
2015-01-11,231,Finland_KaggleMart_Kaggle Mug
2015-01-11,447,Finland_KaggleMart_Kaggle Hat
2015-01-11,114,Finland_KaggleMart_Kaggle Sticker
2015-01-11,454,Finland_KaggleRama_Kaggle Mug
2015-01-11,676,Finland_KaggleRama_Kaggle Hat
2015-01-11,205,Finland_KaggleRama_Kaggle Sticker
2015-01-11,387,Norway_KaggleMart_Kaggle Mug
2015-01-11,679,Norway_KaggleMart_Kaggle Hat
2015-01-11,170,Norway_KaggleMart_Kaggle Sticker
2015-01-11,717,Norway_KaggleRama_Kaggle Mug
2015-01-11,1109,Norway_KaggleRama_Kaggle Hat
2015-01-11,301,Norway_KaggleRama_Kaggle Sticker
2015-01-11,354,Sweden_KaggleMart_Kaggle Mug
2015-01-11,531,Sweden_KaggleMart_Kaggle Hat
2015-01-11,142,Sweden_KaggleMart_Kaggle Sticker
2015-01-11,538,Sweden_KaggleRama_Kaggle Mug
2015-01-11,882,Sweden_KaggleRama_Kaggle Hat
2015-01-11,243,Sweden_KaggleRama_Kaggle Sticker
2015-01-12,197,Finland_KaggleMart_Kaggle Mug
2015-01-12,324,Finland_KaggleMart_Kaggle Hat
2015-01-12,84,Finland_KaggleMart_Kaggle Sticker
2015-01-12,354,Finland_KaggleRama_Kaggle Mug
2015-01-12,560,Finland_KaggleRama_Kaggle Hat
2015-01-12,151,Finland_KaggleRama_Kaggle Sticker
2015-01-12,323,Norway_KaggleMart_Kaggle Mug
2015-01-12,510,Norway_KaggleMart_Kaggle Hat
2015-01-12,147,Norway_KaggleMart_Kaggle Sticker
2015-01-12,534,Norway_KaggleRama_Kaggle Mug
2015-01-12,885,Norway_KaggleRama_Kaggle Hat
2015-01-12,265,Norway_KaggleRama_Kaggle Sticker
2015-01-12,245,Sweden_KaggleMart_Kaggle Mug
2015-01-12,360,Sweden_KaggleMart_Kaggle Hat
2015-01-12,118,Sweden_KaggleMart_Kaggle Sticker
2015-01-12,456,Sweden_KaggleRama_Kaggle Mug
2015-01-12,642,Sweden_KaggleRama_Kaggle Hat
2015-01-12,168,Sweden_KaggleRama_Kaggle Sticker
2015-01-13,186,Finland_KaggleMart_Kaggle Mug
2015-01-13,318,Finland_KaggleMart_Kaggle Hat
2015-01-13,84,Finland_KaggleMart_Kaggle Sticker
2015-01-13,354,Finland_KaggleRama_Kaggle Mug
2015-01-13,580,Finland_KaggleRama_Kaggle Hat
2015-01-13,149,Finland_KaggleRama_Kaggle Sticker
2015-01-13,311,Norway_KaggleMart_Kaggle Mug
2015-01-13,522,Norway_KaggleMart_Kaggle Hat
2015-01-13,140,Norway_KaggleMart_Kaggle Sticker
2015-01-13,534,Norway_KaggleRama_Kaggle Mug
2015-01-13,939,Norway_KaggleRama_Kaggle Hat
2015-01-13,231,Norway_KaggleRama_Kaggle Sticker
2015-01-13,221,Sweden_KaggleMart_Kaggle Mug
2015-01-13,355,Sweden_KaggleMart_Kaggle Hat
2015-01-13,101,Sweden_KaggleMart_Kaggle Sticker
2015-01-13,409,Sweden_KaggleRama_Kaggle Mug
2015-01-13,653,Sweden_KaggleRama_Kaggle Hat
2015-01-13,173,Sweden_KaggleRama_Kaggle Sticker
2015-01-14,187,Finland_KaggleMart_Kaggle Mug
2015-01-14,324,Finland_KaggleMart_Kaggle Hat
2015-01-14,86,Finland_KaggleMart_Kaggle Sticker
2015-01-14,337,Finland_KaggleRama_Kaggle Mug
2015-01-14,547,Finland_KaggleRama_Kaggle Hat
2015-01-14,142,Finland_KaggleRama_Kaggle Sticker
2015-01-14,325,Norway_KaggleMart_Kaggle Mug
2015-01-14,495,Norway_KaggleMart_Kaggle Hat
2015-01-14,144,Norway_KaggleMart_Kaggle Sticker
2015-01-14,545,Norway_KaggleRama_Kaggle Mug
2015-01-14,946,Norway_KaggleRama_Kaggle Hat
2015-01-14,247,Norway_KaggleRama_Kaggle Sticker
2015-01-14,235,Sweden_KaggleMart_Kaggle Mug
2015-01-14,339,Sweden_KaggleMart_Kaggle Hat
2015-01-14,102,Sweden_KaggleMart_Kaggle Sticker
2015-01-14,402,Sweden_KaggleRama_Kaggle Mug
2015-01-14,649,Sweden_KaggleRama_Kaggle Hat
2015-01-14,177,Sweden_KaggleRama_Kaggle Sticker
2015-01-15,184,Finland_KaggleMart_Kaggle Mug
2015-01-15,295,Finland_KaggleMart_Kaggle Hat
2015-01-15,77,Finland_KaggleMart_Kaggle Sticker
2015-01-15,306,Finland_KaggleRama_Kaggle Mug
2015-01-15,569,Finland_KaggleRama_Kaggle Hat
2015-01-15,149,Finland_KaggleRama_Kaggle Sticker
2015-01-15,316,Norway_KaggleMart_Kaggle Mug
2015-01-15,505,Norway_KaggleMart_Kaggle Hat
2015-01-15,135,Norway_KaggleMart_Kaggle Sticker
2015-01-15,564,Norway_KaggleRama_Kaggle Mug
2015-01-15,972,Norway_KaggleRama_Kaggle Hat
2015-01-15,252,Norway_KaggleRama_Kaggle Sticker
2015-01-15,220,Sweden_KaggleMart_Kaggle Mug
2015-01-15,362,Sweden_KaggleMart_Kaggle Hat
2015-01-15,94,Sweden_KaggleMart_Kaggle Sticker
2015-01-15,363,Sweden_KaggleRama_Kaggle Mug
2015-01-15,593,Sweden_KaggleRama_Kaggle Hat
2015-01-15,157,Sweden_KaggleRama_Kaggle Sticker
2015-01-16,196,Finland_KaggleMart_Kaggle Mug
2015-01-16,292,Finland_KaggleMart_Kaggle Hat
2015-01-16,89,Finland_KaggleMart_Kaggle Sticker
2015-01-16,332,Finland_KaggleRama_Kaggle Mug
2015-01-16,474,Finland_KaggleRama_Kaggle Hat
2015-01-16,151,Finland_KaggleRama_Kaggle Sticker
2015-01-16,347,Norway_KaggleMart_Kaggle Mug
2015-01-16,514,Norway_KaggleMart_Kaggle Hat
2015-01-16,171,Norway_KaggleMart_Kaggle Sticker
2015-01-16,571,Norway_KaggleRama_Kaggle Mug
2015-01-16,1008,Norway_KaggleRama_Kaggle Hat
2015-01-16,253,Norway_KaggleRama_Kaggle Sticker
2015-01-16,213,Sweden_KaggleMart_Kaggle Mug
2015-01-16,376,Sweden_KaggleMart_Kaggle Hat
2015-01-16,98,Sweden_KaggleMart_Kaggle Sticker
2015-01-16,396,Sweden_KaggleRama_Kaggle Mug
2015-01-16,635,Sweden_KaggleRama_Kaggle Hat
2015-01-16,180,Sweden_KaggleRama_Kaggle Sticker
2015-01-17,220,Finland_KaggleMart_Kaggle Mug
2015-01-17,427,Finland_KaggleMart_Kaggle Hat
2015-01-17,111,Finland_KaggleMart_Kaggle Sticker
2015-01-17,406,Finland_KaggleRama_Kaggle Mug
2015-01-17,701,Finland_KaggleRama_Kaggle Hat
2015-01-17,176,Finland_KaggleRama_Kaggle Sticker
2015-01-17,399,Norway_KaggleMart_Kaggle Mug
2015-01-17,671,Norway_KaggleMart_Kaggle Hat
2015-01-17,184,Norway_KaggleMart_Kaggle Sticker
2015-01-17,712,Norway_KaggleRama_Kaggle Mug
2015-01-17,1109,Norway_KaggleRama_Kaggle Hat
2015-01-17,316,Norway_KaggleRama_Kaggle Sticker
2015-01-17,254,Sweden_KaggleMart_Kaggle Mug
2015-01-17,487,Sweden_KaggleMart_Kaggle Hat
2015-01-17,123,Sweden_KaggleMart_Kaggle Sticker
2015-01-17,507,Sweden_KaggleRama_Kaggle Mug
2015-01-17,781,Sweden_KaggleRama_Kaggle Hat
2015-01-17,196,Sweden_KaggleRama_Kaggle Sticker
2015-01-18,233,Finland_KaggleMart_Kaggle Mug
2015-01-18,371,Finland_KaggleMart_Kaggle Hat
2015-01-18,104,Finland_KaggleMart_Kaggle Sticker
2015-01-18,396,Finland_KaggleRama_Kaggle Mug
2015-01-18,617,Finland_KaggleRama_Kaggle Hat
2015-01-18,163,Finland_KaggleRama_Kaggle Sticker
2015-01-18,411,Norway_KaggleMart_Kaggle Mug
2015-01-18,626,Norway_KaggleMart_Kaggle Hat
2015-01-18,161,Norway_KaggleMart_Kaggle Sticker
2015-01-18,698,Norway_KaggleRama_Kaggle Mug
2015-01-18,1109,Norway_KaggleRama_Kaggle Hat
2015-01-18,299,Norway_KaggleRama_Kaggle Sticker
2015-01-18,246,Sweden_KaggleMart_Kaggle Mug
2015-01-18,443,Sweden_KaggleMart_Kaggle Hat
2015-01-18,127,Sweden_KaggleMart_Kaggle Sticker
2015-01-18,485,Sweden_KaggleRama_Kaggle Mug
2015-01-18,851,Sweden_KaggleRama_Kaggle Hat
2015-01-18,214,Sweden_KaggleRama_Kaggle Sticker
2015-01-19,166,Finland_KaggleMart_Kaggle Mug
2015-01-19,288,Finland_KaggleMart_Kaggle Hat
2015-01-19,73,Finland_KaggleMart_Kaggle Sticker
2015-01-19,343,Finland_KaggleRama_Kaggle Mug
2015-01-19,560,Finland_KaggleRama_Kaggle Hat
2015-01-19,158,Finland_KaggleRama_Kaggle Sticker
2015-01-19,303,Norway_KaggleMart_Kaggle Mug
2015-01-19,545,Norway_KaggleMart_Kaggle Hat
2015-01-19,137,Norway_KaggleMart_Kaggle Sticker
2015-01-19,527,Norway_KaggleRama_Kaggle Mug
2015-01-19,913,Norway_KaggleRama_Kaggle Hat
2015-01-19,244,Norway_KaggleRama_Kaggle Sticker
2015-01-19,223,Sweden_KaggleMart_Kaggle Mug
2015-01-19,375,Sweden_KaggleMart_Kaggle Hat
2015-01-19,106,Sweden_KaggleMart_Kaggle Sticker
2015-01-19,369,Sweden_KaggleRama_Kaggle Mug
2015-01-19,569,Sweden_KaggleRama_Kaggle Hat
2015-01-19,148,Sweden_KaggleRama_Kaggle Sticker
2015-01-20,188,Finland_KaggleMart_Kaggle Mug
2015-01-20,309,Finland_KaggleMart_Kaggle Hat
2015-01-20,79,Finland_KaggleMart_Kaggle Sticker
2015-01-20,326,Finland_KaggleRama_Kaggle Mug
2015-01-20,560,Finland_KaggleRama_Kaggle Hat
2015-01-20,140,Finland_KaggleRama_Kaggle Sticker
2015-01-20,335,Norway_KaggleMart_Kaggle Mug
2015-01-20,538,Norway_KaggleMart_Kaggle Hat
2015-01-20,129,Norway_KaggleMart_Kaggle Sticker
2015-01-20,533,Norway_KaggleRama_Kaggle Mug
2015-01-20,955,Norway_KaggleRama_Kaggle Hat
2015-01-20,249,Norway_KaggleRama_Kaggle Sticker
2015-01-20,224,Sweden_KaggleMart_Kaggle Mug
2015-01-20,350,Sweden_KaggleMart_Kaggle Hat
2015-01-20,97,Sweden_KaggleMart_Kaggle Sticker
2015-01-20,382,Sweden_KaggleRama_Kaggle Mug
2015-01-20,653,Sweden_KaggleRama_Kaggle Hat
2015-01-20,167,Sweden_KaggleRama_Kaggle Sticker
2015-01-21,172,Finland_KaggleMart_Kaggle Mug
2015-01-21,320,Finland_KaggleMart_Kaggle Hat
2015-01-21,81,Finland_KaggleMart_Kaggle Sticker
2015-01-21,318,Finland_KaggleRama_Kaggle Mug
2015-01-21,522,Finland_KaggleRama_Kaggle Hat
2015-01-21,138,Finland_KaggleRama_Kaggle Sticker
2015-01-21,309,Norway_KaggleMart_Kaggle Mug
2015-01-21,555,Norway_KaggleMart_Kaggle Hat
2015-01-21,152,Norway_KaggleMart_Kaggle Sticker
2015-01-21,596,Norway_KaggleRama_Kaggle Mug
2015-01-21,902,Norway_KaggleRama_Kaggle Hat
2015-01-21,256,Norway_KaggleRama_Kaggle Sticker
2015-01-21,227,Sweden_KaggleMart_Kaggle Mug
2015-01-21,343,Sweden_KaggleMart_Kaggle Hat
2015-01-21,87,Sweden_KaggleMart_Kaggle Sticker
2015-01-21,366,Sweden_KaggleRama_Kaggle Mug
2015-01-21,674,Sweden_KaggleRama_Kaggle Hat
2015-01-21,157,Sweden_KaggleRama_Kaggle Sticker
2015-01-22,174,Finland_KaggleMart_Kaggle Mug
2015-01-22,301,Finland_KaggleMart_Kaggle Hat
2015-01-22,85,Finland_KaggleMart_Kaggle Sticker
2015-01-22,333,Finland_KaggleRama_Kaggle Mug
2015-01-22,548,Finland_KaggleRama_Kaggle Hat
2015-01-22,147,Finland_KaggleRama_Kaggle Sticker
2015-01-22,332,Norway_KaggleMart_Kaggle Mug
2015-01-22,494,Norway_KaggleMart_Kaggle Hat
2015-01-22,145,Norway_KaggleMart_Kaggle Sticker
2015-01-22,467,Norway_KaggleRama_Kaggle Mug
2015-01-22,922,Norway_KaggleRama_Kaggle Hat
2015-01-22,249,Norway_KaggleRama_Kaggle Sticker
2015-01-22,220,Sweden_KaggleMart_Kaggle Mug
2015-01-22,353,Sweden_KaggleMart_Kaggle Hat
2015-01-22,93,Sweden_KaggleMart_Kaggle Sticker
2015-01-22,382,Sweden_KaggleRama_Kaggle Mug
2015-01-22,628,Sweden_KaggleRama_Kaggle Hat
2015-01-22,177,Sweden_KaggleRama_Kaggle Sticker
2015-01-23,188,Finland_KaggleMart_Kaggle Mug
2015-01-23,343,Finland_KaggleMart_Kaggle Hat
2015-01-23,86,Finland_KaggleMart_Kaggle Sticker
2015-01-23,350,Finland_KaggleRama_Kaggle Mug
2015-01-23,568,Finland_KaggleRama_Kaggle Hat
2015-01-23,157,Finland_KaggleRama_Kaggle Sticker
2015-01-23,350,Norway_KaggleMart_Kaggle Mug
2015-01-23,564,Norway_KaggleMart_Kaggle Hat
2015-01-23,144,Norway_KaggleMart_Kaggle Sticker
2015-01-23,539,Norway_KaggleRama_Kaggle Mug
2015-01-23,926,Norway_KaggleRama_Kaggle Hat
2015-01-23,244,Norway_KaggleRama_Kaggle Sticker
2015-01-23,228,Sweden_KaggleMart_Kaggle Mug
2015-01-23,412,Sweden_KaggleMart_Kaggle Hat
2015-01-23,111,Sweden_KaggleMart_Kaggle Sticker
2015-01-23,388,Sweden_KaggleRama_Kaggle Mug
2015-01-23,672,Sweden_KaggleRama_Kaggle Hat
2015-01-23,183,Sweden_KaggleRama_Kaggle Sticker
2015-01-24,227,Finland_KaggleMart_Kaggle Mug
2015-01-24,369,Finland_KaggleMart_Kaggle Hat
2015-01-24,100,Finland_KaggleMart_Kaggle Sticker
2015-01-24,388,Finland_KaggleRama_Kaggle Mug
2015-01-24,681,Finland_KaggleRama_Kaggle Hat
2015-01-24,175,Finland_KaggleRama_Kaggle Sticker
2015-01-24,403,Norway_KaggleMart_Kaggle Mug
2015-01-24,677,Norway_KaggleMart_Kaggle Hat
2015-01-24,173,Norway_KaggleMart_Kaggle Sticker
2015-01-24,650,Norway_KaggleRama_Kaggle Mug
2015-01-24,1011,Norway_KaggleRama_Kaggle Hat
2015-01-24,312,Norway_KaggleRama_Kaggle Sticker
2015-01-24,294,Sweden_KaggleMart_Kaggle Mug
2015-01-24,517,Sweden_KaggleMart_Kaggle Hat
2015-01-24,126,Sweden_KaggleMart_Kaggle Sticker
2015-01-24,492,Sweden_KaggleRama_Kaggle Mug
2015-01-24,808,Sweden_KaggleRama_Kaggle Hat
2015-01-24,198,Sweden_KaggleRama_Kaggle Sticker
2015-01-25,238,Finland_KaggleMart_Kaggle Mug
2015-01-25,363,Finland_KaggleMart_Kaggle Hat
2015-01-25,105,Finland_KaggleMart_Kaggle Sticker
2015-01-25,381,Finland_KaggleRama_Kaggle Mug
2015-01-25,627,Finland_KaggleRama_Kaggle Hat
2015-01-25,188,Finland_KaggleRama_Kaggle Sticker
2015-01-25,391,Norway_KaggleMart_Kaggle Mug
2015-01-25,619,Norway_KaggleMart_Kaggle Hat
2015-01-25,180,Norway_KaggleMart_Kaggle Sticker
2015-01-25,758,Norway_KaggleRama_Kaggle Mug
2015-01-25,1204,Norway_KaggleRama_Kaggle Hat
2015-01-25,279,Norway_KaggleRama_Kaggle Sticker
2015-01-25,251,Sweden_KaggleMart_Kaggle Mug
2015-01-25,502,Sweden_KaggleMart_Kaggle Hat
2015-01-25,130,Sweden_KaggleMart_Kaggle Sticker
2015-01-25,520,Sweden_KaggleRama_Kaggle Mug
2015-01-25,823,Sweden_KaggleRama_Kaggle Hat
2015-01-25,215,Sweden_KaggleRama_Kaggle Sticker
2015-01-26,177,Finland_KaggleMart_Kaggle Mug
2015-01-26,302,Finland_KaggleMart_Kaggle Hat
2015-01-26,74,Finland_KaggleMart_Kaggle Sticker
2015-01-26,328,Finland_KaggleRama_Kaggle Mug
2015-01-26,549,Finland_KaggleRama_Kaggle Hat
2015-01-26,133,Finland_KaggleRama_Kaggle Sticker
2015-01-26,321,Norway_KaggleMart_Kaggle Mug
2015-01-26,531,Norway_KaggleMart_Kaggle Hat
2015-01-26,140,Norway_KaggleMart_Kaggle Sticker
2015-01-26,579,Norway_KaggleRama_Kaggle Mug
2015-01-26,897,Norway_KaggleRama_Kaggle Hat
2015-01-26,233,Norway_KaggleRama_Kaggle Sticker
2015-01-26,223,Sweden_KaggleMart_Kaggle Mug
2015-01-26,345,Sweden_KaggleMart_Kaggle Hat
2015-01-26,100,Sweden_KaggleMart_Kaggle Sticker
2015-01-26,402,Sweden_KaggleRama_Kaggle Mug
2015-01-26,647,Sweden_KaggleRama_Kaggle Hat
2015-01-26,153,Sweden_KaggleRama_Kaggle Sticker
2015-01-27,179,Finland_KaggleMart_Kaggle Mug
2015-01-27,296,Finland_KaggleMart_Kaggle Hat
